worker,latitude,longitude
107,17.7491,87.4458
108,13.7693,89.7081
109,24.2908,95.0262
110,29.8957,74.0833
111,36.9201,95.3608
112,29.2412,87.3254
113,34.5918,77.5975
114,25.4955,78.6679
115,15.9855,89.9811
116,10.7253,75.7199
117,36.173,80.8653
118,19.7634,79.5637
119,24.4273,85.3159
120,34.0505,88.5864
121,10.3241,96.065
122,26.8533,90.458
123,18.2229,74.743
124,32.9022,93.5601
125,23.6686,89.6201
126,33.8388,85.4843
127,27.1653,77.4841
128,20.7984,71.8868
129,13.7975,94.0698
130,23.1953,90.6785
131,26.2775,93.4777
132,13.1726,72.5455
133,33.667,70.1415
134,35.4443,82.7797
135,15.4222,93.5064
136,20.7579,86.0116
137,17.9439,87.3502
138,10.5561,89.4284
139,23.382,91.9336
140,11.775,90.2672
141,23.8308,83.0619
142,20.6875,77.5009
143,8.501,76.1396
144,21.1739,80.558
145,17.9886,70.5995
146,19.6225,90.8648
147,11.9576,90.815
148,33.7349,72.4953
149,10.2902,91.9584
150,30.6348,87.6562
151,37.1985,96.7031
152,36.6775,69.7201
153,16.096,70.5031
154,30.2121,93.5983
155,11.0561,81.4527
156,28.8611,95.7768
157,9.5292,90.3879
158,16.0475,71.4764
159,34.0904,75.7414
160,13.4599,81.3545
161,18.2092,86.3203
162,33.5207,96.1536
163,15.9323,92.5952
164,36.1522,87.4716
165,34.5895,92.6038
166,28.7981,73.2356
167,32.5589,87.277
168,14.3692,82.3338
169,15.0906,84.2601
170,29.0236,84.0813
171,14.3253,94.5702
172,29.1226,71.2677
173,18.7661,80.0041
174,36.1266,86.5337
175,15.3388,74.9418
176,11.5149,95.2385
177,32.0831,89.4498
178,15.1446,78.8371
179,24.2456,77.3149
180,33.1867,86.4177
181,16.6246,70.9936
182,26.2073,96.4203
183,17.9651,72.3883
184,25.6495,83.9622
185,35.8645,73.2308
186,10.1733,74.0849
187,9.7924,70.9943
188,13.909,79.2344
189,14.5875,93.8975
190,8.5367,94.1707
191,36.2246,91.0931
192,28.9653,83.6032
193,36.5928,70.5864
194,27.123,80.6717
195,11.6038,97.2914
196,14.4217,84.6136
197,26.9263,83.8656
198,18.4973,79.4044
199,19.7903,73.403
200,35.9355,94.4069
201,27.2712,77.1004
202,15.3063,78.6894
203,31.5527,69.8164
204,15.6904,78.2084
205,20.3165,72.5626
206,26.7659,85.8427
207,13.6293,83.4595
208,27.4754,91.3617
209,22.3113,69.8535
210,37.3218,76.4505
211,11.1589,91.5807
212,35.0202,85.2633
213,10.7117,78.0783
214,18.2751,82.8478
215,22.4451,96.9311
216,21.0947,70.8915
217,15.087,79.0451
218,33.2048,77.1328
219,11.1332,71.9394
220,22.6133,91.7703
221,13.5865,94.5281
222,26.7337,82.0002
223,22.2336,76.6538
224,33.4387,89.8027
225,28.3143,71.2712
226,25.014,94.1047
227,12.4438,96.9017
228,33.0049,96.0336
229,13.5049,84.9908
230,27.9361,70.1394
231,36.7548,87.1864
232,29.4734,88.0164
233,12.2425,94.437
234,26.4667,75.7615
235,19.3472,90.3897
236,27.5898,91.8249
237,14.845,72.4121
238,34.4712,70.4919
239,25.9142,82.2213
240,22.3421,69.4874
241,20.7761,87.4344
242,15.9811,69.7357
243,36.3504,87.2668
244,18.1464,91.0159
245,36.012,80.9692
246,20.9221,78.2105
247,29.3837,69.2102
248,11.2854,95.6727
249,35.3291,77.4192
250,18.3718,84.1051
