task,latitude,longitude
173,31.3314,69.9932
174,32.1082,74.9002
175,19.5636,82.1076
176,11.6544,78.65
177,22.3469,90.7725
178,10.4366,88.7079
179,10.9435,82.1537
180,36.6653,85.1604
181,26.9069,92.3183
182,28.8469,96.8016
183,24.6811,90.3385
184,20.5211,83.0702
185,27.478,90.2161
186,20.6475,96.9736
187,20.779,90.093
188,18.6976,73.027
189,26.2794,74.5577
190,21.5085,71.3627
191,33.0102,80.2289
192,25.8248,94.2546
193,16.5552,73.383
194,36.724,87.59
195,15.8636,79.1143
196,24.7871,96.1303
197,32.7748,88.1689
198,15.8879,70.1599
199,28.3664,71.0377
200,20.1939,93.8041
201,26.0976,71.6613
202,20.9297,94.098
203,12.8811,90.33
204,14.2485,78.8568
205,23.8628,83.7767
206,18.1409,84.4725
207,17.5627,86.9264
208,11.9712,95.9387
209,16.3447,91.2536
210,32.9558,77.8559
211,16.241,91.4693
212,24.8996,93.2492
213,18.1928,88.5204
214,18.2689,81.745
215,18.1518,79.9732
216,35.536,82.2498
217,24.8516,84.538
218,22.1125,88.5838
219,33.029,96.7951
220,20.9778,87.5212
221,13.099,73.9692
222,28.3253,91.5515
223,15.0659,92.5159
224,26.1534,70.358
225,31.0266,88.3694
226,8.9743,86.0744
227,26.3766,74.2052
228,10.0275,88.197
229,21.5726,83.0035
230,13.6363,93.461
231,26.0031,80.4839
232,22.4765,87.1926
233,27.0054,80.5099
234,16.6704,91.805
235,14.638,76.5595
236,33.2799,91.0404
237,31.9632,86.4243
238,11.4715,86.3017
239,29.2845,89.3369
240,36.8378,70.305
241,32.5903,88.1172
242,33.3655,90.3073
243,10.0046,85.2628
244,23.2506,97.237
245,14.1229,93.6204
246,24.6889,94.6436
247,10.4006,84.8755
248,9.75,71.864
249,26.5986,90.9385
250,27.593,78.1258
251,26.8872,90.737
252,14.7932,78.6395
253,22.1239,71.0149
254,30.2443,94.3153
255,13.9125,88.4364
256,11.8095,71.1888
257,21.0328,93.1527
258,21.6942,79.8686
259,33.8779,80.6572
260,34.0099,75.6156
261,18.4488,79.7479
262,32.2244,73.7949
263,25.6191,78.8646
264,24.9126,76.9443
265,26.8699,69.6905
266,21.7203,72.18
267,21.5233,95.3461
268,30.2537,70.8539
269,31.3585,83.0437
270,26.3689,92.4787
271,20.8966,85.2993
272,25.799,81.2411
273,18.5448,69.1326
274,9.7034,93.0017
275,19.4921,75.7855
276,26.3997,93.4599
277,28.7017,82.4516
278,12.7619,85.6858
279,17.2293,97.2839
280,11.3802,75.5962
281,17.4359,76.6102
282,22.5923,83.8245
283,30.9286,96.0551
284,36.6848,77.4059
285,25.1362,73.9373
286,29.3462,76.1407
287,21.3116,96.457
288,20.2328,81.808
289,12.4227,90.6043
290,8.7609,86.8454
291,30.516,85.5096
292,37.3326,72.5118
293,10.7383,71.4191
294,15.6928,76.3537
295,29.8681,68.9332
296,24.9656,81.3002
297,21.2597,95.0834
298,13.9236,78.6349
299,27.4169,74.6423
300,26.7902,86.2845
301,27.4847,80.6565
302,20.4761,77.5023
303,14.7095,74.4165
304,13.2163,94.8391
305,18.8311,83.525
306,24.0979,69.0143
307,25.9208,90.7187
308,29.2578,86.3077
309,21.4169,76.2061
310,16.1597,89.2582
311,23.2827,74.0575
312,26.0,82.2367
313,14.0948,82.8948
314,9.6611,86.5315
315,17.8602,96.9739
316,30.6541,84.6175
317,27.8695,95.8659
318,14.475,74.9256
319,19.1341,77.9088
320,18.4949,79.7677
321,23.3767,91.8414
322,20.3997,79.8465
323,18.0746,88.4957
324,15.7633,74.9227
325,28.7391,85.2334
326,27.0706,76.5584
327,21.7371,96.2963
328,19.4679,90.7747
329,10.6907,71.2992
330,30.8796,72.0784
331,23.0504,83.5382
332,9.5516,78.6899
333,29.9153,84.6796
334,9.9016,87.9793
335,20.5743,78.7548
336,8.4021,77.9271
337,32.3306,75.0437
338,34.1117,79.3637
339,27.4617,70.5204
340,9.7178,95.5317
341,21.2246,92.9797
342,22.3743,85.9607
343,9.8408,83.3735
344,30.213,87.4447
345,12.775,77.1089
346,19.854,83.8387
347,36.9965,86.1122
348,19.2227,88.9698
349,8.6336,96.2555
350,33.6387,78.776
351,10.7284,97.1342
352,11.944,90.0781
353,23.3592,79.4729
354,12.4109,89.8153
355,13.1487,92.1831
356,26.0892,82.8548
357,34.536,80.9488
358,18.2522,89.5785
359,10.0072,78.6865
360,32.1803,94.9557
361,11.476,76.5853
362,35.4156,76.9423
363,31.4509,82.0376
364,31.3379,79.8798
365,24.2273,82.9611
366,35.7148,76.2565
367,26.9563,88.0209
368,10.0914,69.1895
369,8.7727,85.709
370,30.1603,84.5267
371,31.7605,74.1088
372,25.1394,73.7648
373,36.8054,86.2702
374,11.8618,86.7312
375,24.5471,95.9703
376,12.6825,97.0706
377,26.0593,79.4223
378,37.3076,93.3734
379,31.3436,81.4927
380,18.2931,71.2196
381,22.6607,92.5984
382,36.2221,75.973
383,26.7191,95.0239
384,33.0199,69.6478
385,13.3847,88.865
386,32.4579,95.1889
387,30.4424,91.5023
388,8.6521,72.3526
389,11.3864,94.6673
390,19.3227,81.2841
391,9.4859,92.1715
392,33.3325,77.0667
393,21.6127,90.1363
394,15.6324,86.9389
395,11.0908,78.6256
396,35.52,88.8736
397,25.4917,75.9427
398,20.3926,89.8634
399,33.408,76.8954
400,35.484,89.5715
401,17.346,84.3133
402,24.3966,79.8257
403,30.3471,78.5456
404,14.1404,70.9427
405,8.5941,72.5779
406,35.0105,69.2015
407,26.0208,68.8528
408,16.229,83.5127
409,11.2209,77.4122
410,21.5641,92.3768
411,20.474,70.9615
412,19.1086,89.2435
413,28.6387,92.6732
414,10.6396,74.792
415,12.5985,85.3075
416,20.1822,81.6083
417,15.6029,93.1214
418,30.6602,69.163
419,35.3832,93.1112
420,16.8146,88.0518
421,18.5993,73.671
422,13.4982,94.2701
423,20.1981,69.5642
424,20.0403,82.2495
425,13.5857,70.9405
426,33.1331,77.4025
427,24.4237,74.3133
428,10.0036,81.7928
429,30.2452,74.1011
430,26.7056,83.6307
431,20.3682,85.2414
432,36.3037,77.7016
433,13.2396,75.316
434,21.4962,91.7596
435,17.7114,69.6958
436,14.425,86.31
437,18.9223,93.9572
438,35.7855,89.3129
439,29.6691,74.6387
440,27.6015,80.4976
441,13.0793,77.9411
442,20.0909,79.3416
443,12.4239,78.1295
444,19.7118,80.3008
445,31.8612,89.308
446,10.3055,88.1657
447,19.9331,83.219
448,15.6411,96.6612
449,22.8827,75.4676
450,20.4769,91.5919
451,21.303,94.2762
452,18.2002,91.3701
453,14.9372,80.2463
454,34.9528,81.5632
455,29.8684,79.1358
456,30.5422,94.9635
457,28.7466,97.3143
458,13.257,72.3735
459,29.3209,80.7764
460,23.3457,96.6597
461,14.3112,88.7887
462,36.1596,92.4791
463,28.0552,87.5932
464,35.3257,70.1176
465,30.6229,85.488
466,35.1621,82.0427
467,31.2797,68.9612
468,25.617,74.0721
469,20.7295,75.4213
470,17.8686,74.9567
471,19.9952,84.5354
472,28.1838,72.0402
473,10.6488,84.9948
474,25.8672,86.9416
475,36.72,95.5017
476,25.3768,90.1707
477,26.2871,81.462
478,24.3926,79.5988
479,21.8913,73.0846
480,17.3826,70.8687
481,24.8727,92.4329
482,19.4634,69.0508
483,15.4759,71.7389
484,30.0054,86.7865
485,14.0163,93.9723
486,14.4775,93.077
487,19.9418,70.7936
488,8.5926,96.0092
489,26.7716,84.1517
490,27.1638,74.4218
491,34.7923,96.1537
492,30.4459,83.0214
493,35.8708,92.796
494,36.635,87.0946
495,13.8159,80.5295
496,37.0053,95.7949
497,10.5584,86.5094
498,25.3214,74.7817
499,26.5922,92.3291
500,34.5783,80.2824
