worker,latitude,longitude
269,30.9815,88.314
270,33.0028,91.3617
271,9.5883,74.6991
272,14.0844,82.031
273,29.6309,88.8369
274,22.3776,97.2702
275,16.9871,75.3757
276,11.8748,70.8328
277,27.6218,69.9778
278,18.288,80.5664
279,22.2234,83.6925
280,32.9091,94.0754
281,9.7324,84.5004
282,30.583,78.2268
283,31.977,73.9837
284,33.6238,79.2792
285,13.3027,91.0909
286,17.2636,96.6735
287,36.1603,74.8206
288,26.5415,89.2155
289,26.0862,90.845
290,22.1119,75.6887
291,18.2037,95.7722
292,34.7878,91.663
293,26.7816,77.0697
294,11.2892,74.7214
295,18.5011,84.6158
296,34.897,91.8116
297,23.9519,91.3898
298,28.1932,73.7586
299,32.0121,94.9717
300,19.34,90.9097
