task,latitude,longitude
252,33.9049,69.0133
253,8.5032,70.6578
254,13.5935,78.6685
255,26.2351,71.1106
256,15.8995,95.8482
257,9.4723,87.5695
258,28.6198,96.9333
259,32.9909,77.9457
260,18.9105,92.9421
261,31.6882,82.169
262,10.4015,83.0226
263,34.5076,89.5972
264,36.7704,96.5296
265,31.8422,85.8662
266,25.8026,74.0212
267,12.4445,86.3857
268,23.3894,81.3508
269,15.7092,91.587
270,30.5054,73.7823
271,32.6516,93.7675
272,27.6959,94.8284
273,13.6263,68.7933
274,11.8247,89.0457
275,16.3697,79.1674
276,21.169,85.913
277,10.6199,94.4068
278,28.6276,75.4862
279,9.5376,96.0051
280,31.3374,78.4503
281,25.0832,89.8427
282,8.5473,93.2043
283,21.2434,70.5293
284,23.0533,77.614
285,8.4692,69.0996
286,11.0162,71.0478
287,35.2784,84.5331
288,11.1862,93.7682
289,14.2562,70.0539
290,18.0437,69.7924
291,27.4387,86.8068
292,26.1578,75.3655
293,33.1176,86.088
294,9.4921,77.8848
295,34.5407,84.6356
296,36.8522,78.0049
297,15.3255,74.2463
298,20.8591,94.0526
299,12.4764,87.1563
300,29.4352,90.7299
