worker,latitude,longitude
205,20.8294,79.5336
206,22.9268,74.8643
207,22.9612,89.4834
208,34.214,69.7309
209,13.5476,95.029
210,19.088,82.5043
211,26.8903,94.0448
212,26.1504,81.9854
213,29.9659,81.2848
214,11.5046,94.6164
215,14.2117,93.4646
216,36.8932,95.8149
217,22.1035,71.7908
218,32.7581,94.667
219,27.4169,95.9607
220,16.9888,79.3902
221,18.1581,92.9266
222,21.0311,93.975
223,9.2939,78.0211
224,33.5526,72.0639
225,23.9331,72.4267
226,14.4522,72.0676
227,23.1303,91.0707
228,31.9145,88.4457
229,13.3874,84.6845
230,35.7595,89.7418
231,14.4442,85.8168
232,16.7182,94.8636
233,8.5354,88.1988
234,18.5581,75.0169
235,11.6856,70.2693
236,26.6479,83.9221
237,35.5009,78.1397
238,22.263,74.1794
239,34.0906,97.1121
240,14.2146,77.844
241,29.8402,88.222
242,23.0924,80.8139
243,36.9949,73.4061
244,20.3571,84.232
245,16.3279,87.7301
246,22.0366,77.9334
247,16.1687,88.3359
248,8.5769,69.7652
249,25.9038,76.3131
250,11.6169,88.5996
251,17.3637,85.747
252,35.4796,96.5371
253,31.2412,79.5185
254,33.1916,87.9389
255,18.0512,73.2754
256,15.5284,74.2824
257,31.0072,86.4772
258,12.7313,77.8805
259,28.8214,89.0933
260,24.2863,90.0878
261,20.1012,96.2643
262,35.795,74.656
263,18.3756,70.1451
264,29.2577,70.9558
265,8.641,79.8535
266,13.9666,69.8673
267,9.0248,90.3778
268,29.9982,89.1464
269,30.0287,87.9368
270,30.3056,92.4156
271,18.8609,88.9687
272,21.337,76.9272
273,20.6222,85.7324
274,24.2303,82.2641
275,16.5128,75.338
276,32.7061,94.3757
277,37.3227,79.2198
278,35.6577,72.5513
279,9.3728,89.1371
280,34.0502,94.3282
281,25.5826,82.0678
282,29.4353,85.8818
283,24.8822,76.1739
284,28.185,91.2899
285,11.6817,77.8836
286,19.2421,76.9126
287,29.7474,77.002
288,11.7861,86.6628
289,24.6325,71.3963
290,20.8438,92.7655
291,29.9939,81.3756
292,18.8456,71.222
293,9.2187,91.3596
294,36.9919,89.0382
295,33.3626,93.8447
296,17.2741,89.201
297,16.7358,96.1286
298,26.6963,77.0246
299,25.7261,89.8162
300,23.0056,92.7759
301,13.7012,78.7728
302,25.6918,94.373
303,12.5708,80.6921
304,31.0643,81.6888
305,28.2553,77.9706
306,13.3221,85.5865
307,28.4707,73.0482
308,16.5846,81.0346
309,34.2813,93.9384
310,18.8039,78.4011
311,18.2564,83.2519
312,18.6554,78.4432
313,25.036,84.5396
314,34.5002,84.1648
315,35.9953,70.1414
316,18.2679,79.8704
317,11.0166,84.0282
318,21.9228,90.9369
319,29.2031,68.7346
320,28.2624,84.001
321,19.78,85.9882
322,16.2841,83.8045
323,16.1496,82.3951
324,25.466,82.2533
325,29.8761,92.1795
326,14.9088,73.4875
327,22.6511,82.7502
328,16.1398,97.2558
329,10.8749,96.4896
330,23.3789,82.7304
331,15.4541,71.2557
332,33.665,76.5426
333,26.9599,82.0917
334,32.1866,85.6139
335,27.6272,70.8503
336,19.4261,75.8565
337,26.7945,79.8666
338,29.5149,73.1848
339,31.512,76.4142
340,11.6648,95.1226
341,24.9993,78.4735
342,25.4583,82.9611
343,14.5844,82.2245
344,37.4332,93.3976
345,22.2342,71.0602
346,32.5768,93.8349
347,8.8221,89.2568
348,24.7879,75.834
349,15.2364,97.0577
350,21.6466,94.177
351,26.4645,96.5312
352,19.2116,74.2474
353,26.7659,90.1477
354,12.507,83.3918
355,28.745,72.4774
356,16.3858,82.5246
357,32.1683,71.1856
358,11.5198,73.4169
359,14.3162,82.8848
360,23.7296,70.1756
361,17.9973,90.0927
362,18.5055,94.1053
363,14.1002,87.9818
364,33.384,84.8863
365,34.3934,71.6267
366,35.2525,91.4253
367,12.2091,81.6769
368,9.5867,74.379
369,10.7587,95.8675
370,31.5878,90.5204
371,22.6505,76.1047
372,12.3286,90.9535
373,34.9945,79.0767
374,24.7036,69.3031
375,28.7312,91.5223
376,28.8332,79.6011
377,25.1932,87.5997
378,26.739,84.5766
379,11.0621,75.6231
380,14.198,70.3079
381,26.1307,96.3602
382,19.7553,83.3157
383,15.8791,84.0219
384,15.1424,89.5603
385,12.4714,85.0226
386,9.8113,78.7586
387,32.0468,70.6721
388,35.526,88.5367
389,35.3657,77.9191
390,20.6287,75.2851
391,30.9971,76.2008
392,10.2313,84.0908
393,14.3509,72.2073
394,24.6729,69.4056
395,15.9448,70.1992
396,28.7369,93.202
397,21.3387,73.7233
398,13.8116,97.0381
399,36.9353,75.1985
400,32.7099,95.9121
