worker,skill
132,8
133,10
134,9
135,3
135,10
135,2
135,6
136,7
137,4
137,7
137,8
137,10
138,9
139,8
139,9
139,3
140,8
140,3
140,4
140,2
141,9
141,2
141,10
142,2
143,6
144,2
144,3
144,10
144,9
144,7
145,3
145,5
145,2
145,7
145,4
146,1
146,6
146,2
146,9
146,7
147,4
147,1
147,5
148,5
148,1
148,9
149,9
149,4
149,7
149,3
149,2
150,10
151,1
151,10
151,7
152,4
152,6
152,5
152,8
152,10
153,4
154,10
154,5
154,7
155,9
155,4
155,10
155,3
156,6
157,5
157,3
157,2
158,4
158,9
158,6
158,2
158,7
159,4
159,9
159,2
159,7
159,10
160,9
160,3
161,5
161,2
162,5
163,2
163,3
163,10
163,7
164,6
165,9
165,6
165,7
166,5
166,3
166,10
167,6
167,1
168,10
168,8
168,6
168,9
169,2
169,6
170,5
170,7
170,3
171,4
171,7
171,1
171,9
171,8
172,3
173,8
173,4
174,1
174,6
174,4
174,5
174,10
175,2
175,8
176,4
176,9
177,4
177,3
178,3
179,8
179,1
179,9
180,7
180,2
180,4
181,4
182,4
182,3
182,10
182,1
182,6
183,10
183,8
183,3
184,6
185,8
185,6
185,3
186,4
187,2
187,6
187,7
188,5
188,2
189,4
190,8
190,7
190,5
190,3
190,9
191,4
191,9
192,10
192,7
192,3
193,8
193,10
193,5
194,2
195,3
195,4
196,7
196,3
197,6
198,5
198,6
198,1
198,3
198,9
199,1
199,7
200,6
200,9
200,3
200,10
200,7
201,4
201,6
201,8
202,8
202,5
202,1
203,10
203,2
203,1
203,3
204,8
204,7
204,5
205,9
205,10
205,1
205,8
206,3
206,10
206,6
206,8
206,5
207,5
208,1
208,5
208,6
209,3
209,2
209,5
210,3
210,9
210,6
211,9
211,3
212,8
213,10
213,4
213,6
214,6
214,7
214,5
215,1
215,10
215,2
215,7
215,4
216,8
216,9
216,7
216,10
216,3
217,1
218,8
218,5
218,6
219,5
219,9
219,8
219,3
220,10
221,9
221,2
221,5
222,4
223,3
223,7
224,5
225,5
225,8
225,10
225,1
225,9
226,4
226,2
226,5
227,3
228,7
228,2
228,9
229,9
229,8
230,5
231,6
231,10
231,4
231,8
232,6
232,2
232,7
233,8
234,9
234,1
234,4
234,10
234,8
235,8
235,10
235,6
236,3
236,10
236,1
236,5
236,6
237,5
237,9
237,3
238,7
239,9
240,1
240,4
240,8
241,3
242,10
242,9
242,5
243,10
243,6
243,1
244,10
245,9
245,1
245,8
245,2
245,6
246,6
247,10
247,2
247,3
247,6
247,7
248,2
248,1
248,8
249,8
249,3
250,2
250,8
250,3
251,4
251,7
251,5
251,8
251,3
252,2
252,7
252,8
252,3
252,5
253,3
253,1
253,10
253,5
253,6
254,2
254,10
254,8
255,1
255,5
255,8
255,4
256,5
257,2
257,6
257,1
257,7
257,5
258,9
258,3
258,6
258,1
259,7
259,10
259,9
259,5
260,4
260,8
260,5
260,1
260,6
261,2
261,4
261,9
262,8
262,2
262,7
262,1
262,6
263,6
263,4
263,5
264,7
264,9
264,3
264,5
265,6
265,2
265,5
266,9
267,4
268,1
268,6
269,8
269,2
269,5
269,10
269,1
270,1
270,8
270,9
270,4
270,3
271,3
271,7
271,1
272,3
272,9
273,10
273,1
273,4
274,7
274,6
274,4
274,8
274,5
275,2
276,4
276,2
276,3
276,9
277,7
277,4
277,10
278,10
278,8
278,9
278,6
279,5
280,10
281,1
281,2
281,4
282,10
282,1
283,4
283,7
284,10
284,2
284,3
284,6
285,7
286,10
286,9
287,2
287,4
287,3
288,6
288,7
288,2
288,5
289,9
290,10
290,6
290,7
290,9
291,4
291,10
291,2
291,3
291,1
292,7
293,7
293,10
293,3
293,2
294,6
294,3
294,5
294,9
294,4
295,2
295,9
295,10
296,5
296,2
296,9
296,7
297,5
297,3
297,10
297,9
297,4
298,6
298,5
298,10
298,8
299,2
299,7
299,3
299,4
299,1
300,5
300,1
300,9
301,3
301,7
301,4
301,10
301,5
302,9
302,5
302,1
303,1
303,8
303,9
304,1
304,4
304,6
304,8
305,6
305,5
305,3
306,3
306,10
306,1
306,2
306,8
307,5
307,7
307,4
307,3
307,6
308,6
308,3
308,7
309,9
309,5
309,8
310,9
310,3
310,6
310,1
310,2
311,1
311,5
311,9
312,8
312,4
312,10
312,7
313,4
313,6
313,5
313,10
313,2
314,4
314,5
315,2
315,8
315,10
315,5
315,6
316,8
316,7
316,10
316,3
317,7
317,6
317,1
317,9
317,3
318,6
319,2
319,10
319,3
319,1
319,8
320,1
320,7
320,4
320,9
320,2
321,3
321,6
321,4
321,10
322,10
322,3
322,4
322,5
323,5
324,9
324,1
325,8
325,10
325,6
326,9
326,8
326,6
326,3
327,2
327,4
327,6
327,1
327,8
328,1
328,3
328,9
328,2
329,9
329,5
330,4
330,2
330,3
330,6
331,8
332,7
332,6
332,8
333,7
333,4
334,9
335,6
336,7
336,3
337,8
337,9
337,2
337,6
337,5
338,5
338,2
339,1
339,4
340,8
340,2
340,5
340,7
341,3
341,6
341,7
341,10
341,9
342,8
342,4
343,8
343,4
343,7
343,10
344,3
345,7
345,5
346,8
346,1
346,6
347,2
347,1
348,2
348,7
348,5
348,10
348,6
349,3
349,2
349,8
349,1
349,7
350,8
350,9
350,1
350,2
350,6
351,10
351,3
352,9
352,3
352,10
352,4
353,6
354,1
354,9
354,4
354,8
354,10
355,1
356,5
357,3
357,2
358,5
358,10
358,1
359,8
359,9
359,5
359,6
360,10
360,2
360,4
360,5
360,8
361,5
362,2
362,4
363,9
363,4
364,5
364,7
364,1
365,4
365,10
365,3
365,5
366,1
367,7
367,6
368,1
368,5
368,10
369,6
369,10
369,4
369,2
369,7
370,6
370,1
371,6
371,8
372,4
372,3
373,5
373,9
374,7
374,4
375,9
376,8
376,1
376,2
376,6
377,10
377,4
377,1
378,10
379,3
379,6
379,9
380,8
380,3
380,5
381,10
381,2
381,5
382,1
382,4
382,5
383,2
383,1
384,6
384,10
384,3
384,2
385,1
385,10
386,1
386,5
386,6
386,2
386,4
387,1
387,2
387,5
387,6
388,8
388,10
389,4
389,5
389,9
389,2
390,1
390,5
390,4
391,8
391,7
392,8
392,6
392,3
392,7
392,9
393,5
394,4
394,10
394,9
395,10
395,5
395,2
395,6
395,3
396,8
397,1
397,2
398,6
399,1
399,6
399,8
399,4
400,4
400,10
400,5
400,6
