worker,latitude,longitude
107,17.7491,87.4458
108,13.7693,89.7081
109,24.2908,95.0262
110,29.8957,74.0833
111,36.9201,95.3608
112,29.2412,87.3254
113,34.5918,77.5975
114,25.4955,78.6679
115,15.9855,89.9811
116,10.7253,75.7199
117,36.173,80.8653
118,19.7634,79.5637
119,24.4273,85.3159
120,34.0505,88.5864
121,10.3241,96.065
122,26.8533,90.458
123,18.2229,74.743
124,32.9022,93.5601
125,23.6686,89.6201
126,33.8388,85.4843
127,27.1653,77.4841
128,20.7984,71.8868
129,13.7975,94.0698
130,23.1953,90.6785
131,26.2775,93.4777
132,13.1726,72.5455
133,33.667,70.1415
134,35.4443,82.7797
135,15.4222,93.5064
136,20.7579,86.0116
137,17.9439,87.3502
138,10.5561,89.4284
139,23.382,91.9336
140,11.775,90.2672
141,23.8308,83.0619
142,20.6875,77.5009
143,8.501,76.1396
144,21.1739,80.558
145,17.9886,70.5995
146,19.6225,90.8648
147,11.9576,90.815
148,33.7349,72.4953
149,10.2902,91.9584
150,30.6348,87.6562
151,37.1985,96.7031
152,36.6775,69.7201
153,16.096,70.5031
154,30.2121,93.5983
155,11.0561,81.4527
156,28.8611,95.7768
157,9.5292,90.3879
158,16.0475,71.4764
159,34.0904,75.7414
160,13.4599,81.3545
161,18.2092,86.3203
162,33.5207,96.1536
163,15.9323,92.5952
164,36.1522,87.4716
165,34.5895,92.6038
166,28.7981,73.2356
167,32.5589,87.277
168,14.3692,82.3338
169,15.0906,84.2601
170,29.0236,84.0813
171,14.3253,94.5702
172,29.1226,71.2677
173,18.7661,80.0041
174,36.1266,86.5337
175,15.3388,74.9418
176,11.5149,95.2385
177,32.0831,89.4498
178,15.1446,78.8371
179,24.2456,77.3149
180,33.1867,86.4177
181,16.6246,70.9936
182,26.2073,96.4203
183,17.9651,72.3883
184,25.6495,83.9622
185,35.8645,73.2308
186,10.1733,74.0849
187,9.7924,70.9943
188,13.909,79.2344
189,14.5875,93.8975
190,8.5367,94.1707
191,36.2246,91.0931
192,28.9653,83.6032
193,36.5928,70.5864
194,27.123,80.6717
195,11.6038,97.2914
196,14.4217,84.6136
197,26.9263,83.8656
198,18.4973,79.4044
199,19.7903,73.403
200,35.9355,94.4069
201,27.2712,77.1004
202,15.3063,78.6894
203,31.5527,69.8164
204,15.6904,78.2084
205,20.3165,72.5626
206,26.7659,85.8427
207,13.6293,83.4595
208,27.4754,91.3617
209,22.3113,69.8535
210,37.3218,76.4505
211,11.1589,91.5807
212,35.0202,85.2633
213,10.7117,78.0783
214,18.2751,82.8478
215,22.4451,96.9311
216,21.0947,70.8915
217,15.087,79.0451
218,33.2048,77.1328
219,11.1332,71.9394
220,22.6133,91.7703
221,13.5865,94.5281
222,26.7337,82.0002
223,22.2336,76.6538
224,33.4387,89.8027
225,28.3143,71.2712
226,25.014,94.1047
227,12.4438,96.9017
228,33.0049,96.0336
229,13.5049,84.9908
230,27.9361,70.1394
231,36.7548,87.1864
232,29.4734,88.0164
233,12.2425,94.437
234,26.4667,75.7615
235,19.3472,90.3897
236,27.5898,91.8249
237,14.845,72.4121
238,34.4712,70.4919
239,25.9142,82.2213
240,22.3421,69.4874
241,20.7761,87.4344
242,15.9811,69.7357
243,36.3504,87.2668
244,18.1464,91.0159
245,36.012,80.9692
246,20.9221,78.2105
247,29.3837,69.2102
248,11.2854,95.6727
249,35.3291,77.4192
250,18.3718,84.1051
251,14.1342,75.1146
252,35.8125,85.1457
253,20.9208,82.2416
254,19.0401,77.2752
255,24.0704,81.9117
256,20.3061,83.732
257,37.3964,81.0284
258,12.3565,82.7401
259,12.735,94.9999
260,12.3834,78.9088
261,21.1275,75.6636
262,28.8917,93.4976
263,20.6909,94.684
264,34.3982,87.4346
265,14.1704,80.7841
266,18.9225,84.6188
267,15.5078,79.3039
268,17.7069,83.7818
269,23.1453,88.2439
270,31.7609,72.7072
271,33.5462,76.3863
272,13.4992,89.4102
273,16.8191,84.8491
274,18.062,94.2133
275,32.134,95.262
276,34.6998,91.5471
277,15.8408,71.9521
278,21.7014,89.9381
279,15.8891,83.2722
280,37.5686,76.2901
281,30.182,76.1617
282,19.3517,75.1815
283,19.5763,87.034
284,26.1921,69.0568
285,13.0312,96.1884
286,25.2842,83.0808
287,11.064,72.3914
288,10.0595,84.1427
289,25.2834,96.1354
290,14.6459,95.0991
291,23.2608,82.4162
292,21.5709,74.318
293,17.5874,85.4356
294,31.6268,95.0796
295,16.5169,74.4037
296,23.9445,84.977
297,23.7271,95.7815
298,16.6771,77.6193
299,21.9944,80.6039
300,12.9846,77.9762
301,21.3666,73.4656
302,35.5676,69.6307
303,22.783,69.3136
304,32.8776,76.8998
305,26.7583,87.8807
306,12.9193,94.8449
307,21.4439,82.6796
308,28.7818,79.3311
309,18.3527,75.7154
310,11.0659,94.4176
311,17.779,73.5212
312,21.7563,71.495
313,26.9204,72.2148
314,23.448,84.2273
315,22.13,82.0365
316,26.3011,85.173
317,25.6107,77.1869
318,14.4908,93.9034
319,18.7063,68.9357
320,15.2948,81.8088
321,35.4781,85.6428
322,34.9042,74.7949
323,23.2046,70.6911
324,13.367,76.2351
325,14.9925,72.2592
326,32.2379,95.1445
327,9.541,95.474
328,33.0754,79.9001
329,28.1568,94.3268
330,11.8151,73.89
331,35.1239,82.3165
332,22.5306,79.4881
333,36.8454,70.9757
334,29.6206,82.6209
335,17.7563,69.932
336,14.5856,93.0327
337,22.8947,85.0729
338,14.4646,92.3397
339,10.4167,85.9101
340,24.0511,96.8857
341,36.4725,70.1811
342,27.8217,88.52
343,20.3705,83.7258
344,28.8875,91.9663
345,32.2594,77.4872
346,22.8731,83.1557
347,36.0252,70.7088
348,16.7665,71.803
349,23.7309,84.5076
350,15.5641,82.318
351,13.0561,94.1711
352,9.1558,93.5406
353,27.1642,87.7318
354,10.7178,92.6417
355,18.4913,97.3856
356,19.2839,73.7798
357,8.5594,83.3074
358,28.9544,72.9419
359,29.6241,82.8954
360,34.8795,73.4145
361,34.3019,74.9285
362,15.6632,90.4783
363,17.5914,82.3448
364,12.1157,71.8909
365,26.0075,82.3292
366,21.9197,85.0747
367,27.3669,96.6435
368,22.4591,82.5697
369,23.0718,79.1397
370,11.3159,74.7478
371,15.92,82.5168
372,26.4423,93.1071
373,34.3436,87.2958
374,9.7255,91.6035
375,21.3758,86.5471
376,10.9241,74.397
377,35.0841,73.6886
378,34.7123,95.0516
379,13.0241,85.6029
380,10.5042,93.1347
381,34.3666,77.1799
382,23.4656,79.7297
383,25.372,96.7599
384,14.9381,96.24
385,25.4755,86.8825
386,19.6433,87.632
387,31.5035,83.8951
388,26.7181,93.965
389,34.5439,69.2022
390,30.0002,84.0265
391,18.5614,76.9172
392,29.7498,89.653
393,23.6999,87.5993
394,18.6366,91.2012
395,33.9995,85.6199
396,33.6766,79.8793
397,10.4007,95.4613
398,13.5918,80.5366
399,28.7307,71.1545
400,21.7764,81.2408
401,27.9261,95.4733
402,15.0625,88.3914
403,28.494,76.1841
404,24.8738,91.8982
405,11.047,75.2915
406,20.3515,86.6312
407,21.5152,94.4546
408,10.8621,91.0843
409,10.6859,78.3821
410,22.6875,87.5027
411,33.199,72.5325
412,18.098,92.7278
413,27.0295,88.9521
414,26.2475,72.0002
415,34.4642,79.2361
416,32.8142,76.9426
417,35.5459,78.7262
418,19.2856,80.271
419,34.8024,97.1746
420,16.9299,95.4581
421,33.6105,82.8497
422,13.2962,70.7544
423,24.3729,80.6221
424,33.5284,82.7211
425,30.2302,97.1373
426,16.9148,85.7696
427,16.6173,70.834
428,12.5695,78.1026
429,9.9962,96.5493
430,13.9874,72.4761
431,19.7521,92.5602
432,32.8236,75.0707
433,26.8274,90.9948
434,33.2215,73.7749
435,15.4205,79.6028
436,24.1874,74.9106
437,13.2237,89.0711
438,37.573,80.8599
439,17.1057,72.4171
440,30.5656,85.6334
441,30.8375,92.8463
442,27.89,95.7917
443,27.2157,69.3389
444,22.3979,97.2341
445,31.7195,90.522
446,27.9598,91.8323
447,24.2503,94.6697
448,25.5929,72.0144
449,29.9351,94.5104
450,31.5637,86.822
451,12.3561,79.7348
452,21.656,88.4329
453,35.2662,93.0478
454,36.669,80.478
455,24.3509,69.0405
456,17.9222,72.6159
457,31.3498,81.9348
458,28.8541,94.8492
459,20.0284,76.7668
460,36.6971,93.8675
461,31.9612,68.7468
462,9.2332,92.2232
463,15.457,73.2358
464,12.6948,92.6078
465,23.3525,83.0226
466,9.1897,82.1628
467,32.4699,85.4078
468,22.9882,83.1943
469,21.9938,76.829
470,34.4461,74.3886
471,31.3324,83.6275
472,35.6682,90.7502
473,19.7646,76.0224
474,12.4259,72.4633
475,28.0864,88.0909
476,25.901,93.5865
477,16.0889,74.3374
478,20.9962,87.9902
479,30.3829,90.4342
480,24.6309,95.6465
481,25.489,85.587
482,17.3217,94.3169
483,31.8456,85.3325
484,15.9219,80.3487
485,22.5189,69.7891
486,15.4684,73.6442
487,16.8956,86.7086
488,15.6714,73.8534
489,32.232,89.6929
490,37.5772,82.9484
491,14.8521,79.1485
492,35.4375,69.6256
493,17.5239,96.0406
494,12.4916,89.6044
495,24.8291,82.0789
496,13.4329,72.1257
497,12.3239,96.4195
498,37.4483,82.5507
499,25.2543,91.5371
500,30.2937,83.5968
