worker,skill
107,5
107,6
108,8
108,9
108,6
108,2
109,9
109,8
109,2
109,5
109,10
110,4
111,2
111,1
111,10
111,9
112,7
112,2
112,1
112,3
112,5
113,7
113,9
113,8
113,2
113,6
114,6
114,3
114,2
114,1
115,2
115,9
115,1
115,8
116,10
116,7
116,2
116,9
117,6
117,5
117,8
117,2
117,10
118,9
118,5
118,6
118,10
119,5
119,8
119,10
120,7
120,6
120,8
120,10
121,2
121,5
121,9
121,10
121,8
122,9
122,3
122,6
122,10
122,8
123,8
124,7
124,3
125,7
125,2
125,10
125,6
126,1
126,3
126,2
126,7
126,8
127,7
127,1
128,3
128,10
129,4
129,9
130,6
130,5
130,7
130,10
130,9
131,5
131,10
131,7
131,6
132,8
132,9
132,3
132,1
133,1
133,4
133,7
133,6
133,5
134,5
134,4
134,10
135,5
135,2
135,6
136,5
136,2
136,9
136,7
137,7
137,1
137,4
137,8
138,3
138,1
138,2
138,5
138,9
139,9
140,5
140,4
140,7
140,3
140,8
141,8
141,4
141,6
141,5
142,4
142,10
142,8
143,7
143,8
144,10
144,5
145,5
145,6
145,3
145,1
146,8
146,9
146,10
146,5
146,6
147,7
147,1
147,4
148,9
148,4
148,7
148,5
148,8
149,2
149,1
149,4
149,9
150,3
150,5
150,9
150,8
150,10
151,6
151,7
151,5
151,1
152,5
152,8
153,4
153,5
153,2
153,7
153,8
154,7
154,5
154,4
154,2
154,6
155,5
156,1
156,3
156,9
157,7
158,4
158,5
158,8
158,2
159,5
159,6
160,1
160,5
161,3
162,8
162,3
162,6
163,3
164,10
164,2
165,5
165,3
165,9
166,3
166,1
166,10
167,7
167,1
167,3
167,6
168,3
168,5
168,8
169,3
170,9
170,5
170,6
171,5
171,3
171,9
171,1
171,6
172,3
172,9
172,4
172,8
172,10
173,7
174,7
174,9
175,5
175,6
175,2
175,8
176,4
176,7
177,8
177,6
177,10
177,2
178,5
179,6
179,1
180,4
180,5
180,1
180,3
180,6
181,2
181,5
181,3
181,1
181,6
182,4
182,6
182,3
182,7
183,6
183,1
184,5
184,9
184,7
184,10
185,1
185,8
185,10
186,7
186,1
186,2
186,10
187,8
187,9
188,6
188,1
188,5
188,3
188,2
189,7
190,1
190,5
191,6
191,3
191,2
191,5
191,9
192,7
193,1
193,10
193,6
193,7
194,10
194,7
194,5
195,7
195,4
195,8
195,5
195,9
196,2
196,9
196,3
196,1
196,7
197,2
198,6
198,1
198,7
199,6
199,10
199,2
199,7
200,6
200,2
201,10
201,9
201,4
201,8
202,6
202,9
202,10
203,2
203,10
203,1
203,3
203,6
204,1
204,5
204,6
204,7
204,10
205,2
205,4
205,7
205,9
206,2
206,9
206,5
207,8
207,3
207,5
208,6
209,7
210,2
210,7
211,9
211,8
211,2
211,3
212,4
213,5
213,4
213,9
213,2
214,8
214,9
215,9
215,3
215,7
216,6
216,4
216,9
217,6
218,10
218,4
218,6
219,5
219,7
219,10
219,1
219,9
220,10
221,4
221,8
221,3
221,6
221,5
222,8
222,2
222,6
222,7
222,10
223,2
223,6
223,5
224,3
224,2
224,4
224,8
225,1
225,9
225,5
225,4
225,3
226,8
226,7
226,4
226,10
226,3
227,7
228,9
228,4
228,6
228,7
229,6
229,1
229,10
229,7
229,2
230,3
230,8
230,4
230,10
230,7
231,7
231,2
231,1
232,6
233,6
233,1
234,8
234,4
234,1
234,3
235,10
235,5
235,4
236,5
236,2
236,6
236,8
237,7
238,3
238,2
238,5
238,7
239,3
240,5
241,1
241,10
241,4
241,2
241,9
242,9
243,10
244,9
244,8
244,5
244,7
244,10
245,4
245,7
245,5
245,3
245,2
246,1
246,8
246,10
247,10
248,2
249,5
249,2
249,6
250,8
251,8
252,10
252,2
253,5
253,9
254,9
254,10
255,6
255,8
255,7
256,5
256,6
256,3
256,4
257,5
257,9
257,3
257,8
257,2
258,3
258,5
258,2
258,8
258,7
259,2
259,8
259,1
260,10
260,1
260,8
260,9
260,5
261,2
261,5
261,6
262,4
262,6
262,3
262,2
262,9
263,2
263,9
263,10
264,5
264,1
264,9
264,3
264,7
265,5
265,4
265,8
266,1
266,10
266,4
266,3
266,2
267,1
267,7
267,5
268,1
268,5
268,4
268,6
269,2
269,5
269,8
269,6
269,10
270,8
270,3
271,10
271,5
271,7
272,2
272,9
272,1
273,6
273,1
274,10
274,5
274,2
275,7
275,4
275,1
275,8
276,8
276,7
276,5
276,6
277,8
277,7
277,6
277,2
278,6
278,7
278,5
279,6
279,4
279,1
279,3
279,10
280,9
281,3
281,5
281,6
281,2
282,6
282,4
283,5
283,7
283,10
284,1
284,10
285,4
285,2
285,10
285,6
286,4
286,5
286,6
287,8
287,4
288,6
288,5
289,7
289,2
289,9
289,1
289,10
290,6
290,8
290,3
290,4
290,7
291,4
291,10
291,8
292,3
292,10
292,6
293,5
293,3
293,6
293,8
293,7
294,3
294,10
294,8
295,10
296,2
296,8
296,10
297,10
298,7
299,2
299,8
300,7
301,10
301,9
301,5
301,1
301,4
302,2
302,9
302,1
302,10
302,3
303,9
303,8
304,3
304,2
305,9
305,4
305,2
305,10
305,5
306,1
306,10
306,9
307,8
307,7
307,9
307,5
308,7
308,9
308,5
308,8
309,1
310,5
310,2
310,9
310,6
310,4
311,9
312,6
312,10
313,5
313,2
313,10
314,3
314,1
315,10
315,8
315,9
315,2
316,6
316,10
317,1
317,10
317,2
317,6
317,3
318,9
318,3
318,6
319,3
319,4
319,5
320,9
320,5
321,8
321,6
322,3
323,1
323,5
323,10
324,9
324,4
324,5
324,7
324,2
325,7
325,5
326,5
327,8
327,6
327,1
327,7
328,9
328,5
329,5
329,10
329,7
329,2
330,3
330,9
330,1
330,2
330,4
331,5
331,7
331,3
331,8
331,10
332,10
332,9
332,8
332,3
332,1
333,6
333,2
333,3
334,5
335,5
335,9
336,8
337,1
338,5
338,6
338,4
338,3
339,9
340,1
340,3
340,5
340,10
341,9
341,1
341,10
341,6
342,4
342,5
343,6
343,8
344,8
344,3
345,5
345,8
345,9
346,3
346,6
346,9
346,5
347,5
347,8
347,10
347,2
347,3
348,4
348,9
348,7
348,2
348,10
349,3
349,8
349,6
349,1
350,4
350,7
351,9
351,7
351,3
351,1
352,2
353,2
354,1
354,4
354,10
355,1
355,6
355,10
355,5
355,2
356,1
356,5
357,3
357,2
357,5
357,8
358,8
358,5
358,1
359,6
359,4
359,9
360,4
361,3
361,1
361,9
361,10
361,8
362,6
362,9
362,8
362,2
363,10
363,1
363,6
363,3
363,4
364,2
365,9
365,7
365,5
366,1
367,10
367,9
367,7
367,4
367,1
368,5
368,3
368,1
369,1
369,10
369,7
369,3
370,6
370,9
370,4
371,5
371,1
371,2
371,7
371,6
372,6
372,9
372,5
372,7
372,2
373,6
373,9
373,1
374,9
374,1
375,3
376,6
376,7
376,5
376,1
377,4
378,6
378,7
378,8
379,5
379,1
379,9
379,4
379,3
380,6
380,9
380,1
380,8
381,5
381,3
381,1
381,8
381,6
382,3
382,6
383,2
383,1
383,9
383,3
383,5
384,10
384,8
384,5
384,9
384,3
385,2
385,1
385,9
386,4
387,3
387,7
387,5
387,2
387,6
388,10
388,4
388,6
388,5
388,8
389,9
389,7
389,10
390,3
391,9
391,1
391,4
391,2
391,10
392,3
392,9
393,7
393,2
393,4
394,7
394,3
395,4
395,1
395,5
396,9
397,1
397,10
397,6
397,2
398,3
398,2
398,1
399,5
399,2
399,4
400,2
401,1
401,5
401,10
402,7
402,6
403,1
403,4
403,6
403,5
404,6
404,10
405,10
405,5
405,4
405,3
406,4
406,3
406,10
406,9
406,6
407,1
407,5
407,2
407,3
407,8
408,3
408,5
408,2
408,10
408,9
409,2
409,5
409,4
409,8
410,9
410,10
410,5
410,8
411,10
412,10
412,3
412,9
412,8
412,6
413,5
414,1
414,7
415,4
415,2
415,8
415,7
415,6
416,3
416,2
417,6
417,4
417,3
418,9
418,1
419,6
419,7
420,2
421,10
421,6
422,10
423,8
423,9
423,2
423,6
424,6
424,4
425,8
425,4
425,9
426,7
426,9
427,1
427,7
427,4
427,5
428,10
429,3
429,8
430,8
431,9
431,10
431,8
431,2
432,6
432,8
432,3
432,2
433,7
433,1
433,2
434,6
435,4
435,10
435,3
435,2
435,9
436,5
437,2
437,1
437,4
437,6
437,3
438,3
438,4
439,7
439,4
440,4
441,2
441,7
442,5
442,4
442,3
442,7
443,8
443,1
443,3
443,4
444,2
444,5
444,3
445,5
445,6
445,3
445,2
445,9
446,3
447,2
447,5
448,10
448,8
449,3
449,10
450,5
450,6
450,8
450,7
451,6
452,1
453,10
453,5
453,6
454,10
455,9
455,7
455,10
456,9
456,10
456,6
456,5
456,1
457,6
457,5
457,10
457,1
457,3
458,5
459,3
459,6
459,7
459,8
459,10
460,9
460,6
461,4
461,7
461,5
462,10
463,1
463,10
464,9
465,3
465,8
465,5
466,7
467,9
467,1
467,4
468,2
468,7
469,9
469,7
469,10
470,8
471,3
471,1
471,2
472,6
472,1
472,3
472,4
472,9
473,1
473,8
473,10
474,10
475,1
475,10
475,4
476,6
477,10
477,5
478,2
478,5
478,6
479,9
479,2
479,10
479,3
480,10
480,7
480,3
480,4
481,3
481,9
481,10
481,7
482,7
482,3
482,8
482,4
482,5
483,8
484,10
485,10
485,9
486,9
486,2
487,9
488,3
488,10
488,9
489,8
489,7
489,3
490,10
490,8
490,2
491,7
492,7
492,1
492,10
493,5
493,3
493,10
493,1
494,5
495,4
495,8
495,7
495,3
496,9
496,6
496,2
496,3
496,4
497,3
497,1
497,10
498,9
498,7
498,1
499,5
500,7
